Sale_ID,Product_Name,Product_Category,Store_Name,Store_City,Store_Location,Store_Open_Date,Date,Stock_On_Hand,Total_Units,Revenue
124,Lego Bricks,Toys,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,1,39.99
124,Lego Bricks,Toys,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,39.99
124,Lego Bricks,Toys,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,39.99
124,Lego Bricks,Toys,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,39.99
124,Lego Bricks,Toys,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,39.99
124,Lego Bricks,Toys,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,29,1,39.99
124,Lego Bricks,Toys,Maven Toys Puebla 3,Puebla,Residential,2014-12-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,33,1,39.99
125,Splash Balls,Sports & Outdoors,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,1,8.99
125,Splash Balls,Sports & Outdoors,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,3,26.97
125,Splash Balls,Sports & Outdoors,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,8.99
125,Splash Balls,Sports & Outdoors,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,8.99
125,Splash Balls,Sports & Outdoors,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,8.99
125,Splash Balls,Sports & Outdoors,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,8.99
125,Splash Balls,Sports & Outdoors,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,31,1,8.99
125,Splash Balls,Sports & Outdoors,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,38,1,8.99
126,Deck Of Cards,Games,Maven Toys Hermosillo 1,Hermosillo,Residential,2012-08-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,4,27.96
126,Deck Of Cards,Games,Maven Toys Hermosillo 1,Hermosillo,Residential,2012-08-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,4,27.96
126,Deck Of Cards,Games,Maven Toys Hermosillo 1,Hermosillo,Residential,2012-08-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,8,55.92
126,Deck Of Cards,Games,Maven Toys Hermosillo 1,Hermosillo,Residential,2012-08-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,28,4,27.96
126,Deck Of Cards,Games,Maven Toys Hermosillo 1,Hermosillo,Residential,2012-08-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,65,4,27.96
127,Kids Makeup Kit,Art & Crafts,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,3,59.97
127,Kids Makeup Kit,Art & Crafts,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,3,59.97
127,Kids Makeup Kit,Art & Crafts,Maven Toys Santiago 1,Santiago,Downtown,2009-11-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,6,119.94
128,Chutes & Ladders,Games,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,2,25.98
128,Chutes & Ladders,Games,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,3,38.97
128,Chutes & Ladders,Games,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,12.99
128,Chutes & Ladders,Games,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,12.99
129,Dinosaur Figures,Toys,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,1,14.99
129,Dinosaur Figures,Toys,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,2,29.98
129,Dinosaur Figures,Toys,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,14.99
129,Dinosaur Figures,Toys,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,14.99
129,Dinosaur Figures,Toys,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00.0000000,2022-01-01T00:00:00.0000000,28,1,14.99
129,Dinosaur Figures,Toys,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00.0000000,2022-01-01T00:00:00.0000000,29,2,29.98
129,Dinosaur Figures,Toys,Maven Toys Merida 1,Merida,Downtown,2008-08-22T00:00:00.0000000,2022-01-01T00:00:00.0000000,52,1,14.99
130,Deck Of Cards,Games,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,6.99
130,Deck Of Cards,Games,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,2,13.98
130,Deck Of Cards,Games,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,6.99
130,Deck Of Cards,Games,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,31,2,13.98
130,Deck Of Cards,Games,Maven Toys La Paz 1,La Paz,Downtown,2001-05-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,39,2,13.98
131,Animal Figures,Toys,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,2,25.98
131,Animal Figures,Toys,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,3,38.97
131,Animal Figures,Toys,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,28,1,12.99
131,Animal Figures,Toys,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,39,1,12.99
131,Animal Figures,Toys,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,52,1,12.99
131,Animal Figures,Toys,Maven Toys Saltillo 2,Saltillo,Commercial,2016-03-23T00:00:00.0000000,2022-01-01T00:00:00.0000000,100,1,12.99
132,Classic Dominoes,Games,Maven Toys Culiacan 1,Culiacan,Downtown,2016-05-10T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,1,9.99
132,Classic Dominoes,Games,Maven Toys Culiacan 1,Culiacan,Downtown,2016-05-10T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,9.99
132,Classic Dominoes,Games,Maven Toys Culiacan 1,Culiacan,Downtown,2016-05-10T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,2,19.98
132,Classic Dominoes,Games,Maven Toys Culiacan 1,Culiacan,Downtown,2016-05-10T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,3,29.97
132,Classic Dominoes,Games,Maven Toys Culiacan 1,Culiacan,Downtown,2016-05-10T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,9.99
132,Classic Dominoes,Games,Maven Toys Culiacan 1,Culiacan,Downtown,2016-05-10T00:00:00.0000000,2022-01-01T00:00:00.0000000,32,1,9.99
133,Deck Of Cards,Games,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,6.99
133,Deck Of Cards,Games,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,6.99
133,Deck Of Cards,Games,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,47,1,6.99
133,Deck Of Cards,Games,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,71,1,6.99
134,Deck Of Cards,Games,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,1,6.99
134,Deck Of Cards,Games,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,3,20.97
134,Deck Of Cards,Games,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,6.99
134,Deck Of Cards,Games,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,6.99
134,Deck Of Cards,Games,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,6.99
134,Deck Of Cards,Games,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,6.99
134,Deck Of Cards,Games,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,31,1,6.99
134,Deck Of Cards,Games,Maven Toys Monterrey 2,Monterrey,Downtown,2003-12-25T00:00:00.0000000,2022-01-01T00:00:00.0000000,38,1,6.99
135,Dart Gun,Sports & Outdoors,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,2,31.98
135,Dart Gun,Sports & Outdoors,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,15.99
135,Dart Gun,Sports & Outdoors,Maven Toys Chetumal 1,Chetumal,Downtown,2006-05-05T00:00:00.0000000,2022-01-01T00:00:00.0000000,52,1,15.99
136,Nerf Gun,Sports & Outdoors,Maven Toys Guanajuato 3,Guanajuato,Residential,2016-05-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,19.99
136,Nerf Gun,Sports & Outdoors,Maven Toys Guanajuato 3,Guanajuato,Residential,2016-05-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,19.99
136,Nerf Gun,Sports & Outdoors,Maven Toys Guanajuato 3,Guanajuato,Residential,2016-05-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,19.99
136,Nerf Gun,Sports & Outdoors,Maven Toys Guanajuato 3,Guanajuato,Residential,2016-05-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,19.99
136,Nerf Gun,Sports & Outdoors,Maven Toys Guanajuato 3,Guanajuato,Residential,2016-05-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,32,1,19.99
137,Dino Egg,Toys,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,5,54.95
137,Dino Egg,Toys,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,10.99
137,Dino Egg,Toys,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,10.99
137,Dino Egg,Toys,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,10.99
137,Dino Egg,Toys,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,10.99
137,Dino Egg,Toys,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,28,1,10.99
138,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,3,20.97
138,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,2,13.98
138,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,6.99
138,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,6.99
138,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,32,1,6.99
138,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,39,1,6.99
138,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,47,1,6.99
138,Deck Of Cards,Games,Maven Toys Mexicali 1,Mexicali,Commercial,2003-12-13T00:00:00.0000000,2022-01-01T00:00:00.0000000,52,1,6.99
139,Deck Of Cards,Games,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,6.99
139,Deck Of Cards,Games,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,29,1,6.99
139,Deck Of Cards,Games,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,31,1,6.99
139,Deck Of Cards,Games,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,32,1,6.99
139,Deck Of Cards,Games,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,39,1,6.99
139,Deck Of Cards,Games,Maven Toys Hermosillo 3,Hermosillo,Commercial,2014-06-27T00:00:00.0000000,2022-01-01T00:00:00.0000000,69,2,13.98
140,Nerf Gun,Sports & Outdoors,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,2,39.98
140,Nerf Gun,Sports & Outdoors,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,19.99
140,Nerf Gun,Sports & Outdoors,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,19.99
140,Nerf Gun,Sports & Outdoors,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00.0000000,2022-01-01T00:00:00.0000000,29,2,39.98
140,Nerf Gun,Sports & Outdoors,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00.0000000,2022-01-01T00:00:00.0000000,31,1,19.99
140,Nerf Gun,Sports & Outdoors,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00.0000000,2022-01-01T00:00:00.0000000,69,1,19.99
141,Mini Ping Pong Set,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,6,59.94
141,Mini Ping Pong Set,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,4,39.96
141,Mini Ping Pong Set,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,2,19.98
141,Mini Ping Pong Set,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,2,19.98
141,Mini Ping Pong Set,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,2,19.98
141,Mini Ping Pong Set,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,2,19.98
141,Mini Ping Pong Set,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,32,2,19.98
141,Mini Ping Pong Set,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,33,2,19.98
141,Mini Ping Pong Set,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,63,2,19.98
141,Mini Ping Pong Set,Sports & Outdoors,Maven Toys Guadalajara 1,Guadalajara,Residential,1992-09-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,79,2,19.98
142,Dino Egg,Toys,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,5,54.95
142,Dino Egg,Toys,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,10.99
142,Dino Egg,Toys,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,10.99
142,Dino Egg,Toys,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,10.99
142,Dino Egg,Toys,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,10.99
142,Dino Egg,Toys,Maven Toys Saltillo 1,Saltillo,Downtown,2000-01-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,28,1,10.99
143,Teddy Bear,Toys,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,1,12.99
143,Teddy Bear,Toys,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,12.99
143,Teddy Bear,Toys,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,12.99
143,Teddy Bear,Toys,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,12.99
143,Teddy Bear,Toys,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,12.99
143,Teddy Bear,Toys,Maven Toys Monterrey 3,Monterrey,Airport,2013-03-17T00:00:00.0000000,2022-01-01T00:00:00.0000000,39,1,12.99
144,Uno Card Game,Games,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,1,7.99
144,Uno Card Game,Games,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,7.99
144,Uno Card Game,Games,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,7.99
144,Uno Card Game,Games,Maven Toys Campeche 1,Campeche,Downtown,2005-01-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,73,1,7.99
145,Uno Card Game,Games,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,3,23.97
145,Uno Card Game,Games,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,4,31.96
145,Uno Card Game,Games,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,3,23.97
145,Uno Card Game,Games,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,2,15.98
145,Uno Card Game,Games,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00.0000000,2022-01-01T00:00:00.0000000,28,1,7.99
145,Uno Card Game,Games,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2007-05-19T00:00:00.0000000,2022-01-01T00:00:00.0000000,29,1,7.99
146,Chutes & Ladders,Games,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,2,25.98
146,Chutes & Ladders,Games,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,3,38.97
146,Chutes & Ladders,Games,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,12.99
146,Chutes & Ladders,Games,Maven Toys Aguascalientes 1,Aguascalientes,Downtown,2010-07-31T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,12.99
147,Toy Robot,Electronics,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,1,25.99
147,Toy Robot,Electronics,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,25.99
147,Toy Robot,Electronics,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,2,51.98
147,Toy Robot,Electronics,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,25.99
147,Toy Robot,Electronics,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00.0000000,2022-01-01T00:00:00.0000000,69,1,25.99
147,Toy Robot,Electronics,Maven Toys Ciudad de Mexico 3,Cuidad de Mexico,Residential,2013-11-28T00:00:00.0000000,2022-01-01T00:00:00.0000000,129,1,25.99
148,Mini Basketball Hoop,Sports & Outdoors,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,24.99
148,Mini Basketball Hoop,Sports & Outdoors,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,24.99
148,Mini Basketball Hoop,Sports & Outdoors,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,47,1,24.99
148,Mini Basketball Hoop,Sports & Outdoors,Maven Toys Pachuca 1,Pachuca,Downtown,2004-10-14T00:00:00.0000000,2022-01-01T00:00:00.0000000,71,1,24.99
149,Animal Figures,Toys,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,2,25.98
149,Animal Figures,Toys,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,12.99
149,Animal Figures,Toys,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,12.99
149,Animal Figures,Toys,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,12.99
149,Animal Figures,Toys,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21T00:00:00.0000000,2022-01-01T00:00:00.0000000,27,1,12.99
149,Animal Figures,Toys,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21T00:00:00.0000000,2022-01-01T00:00:00.0000000,32,1,12.99
149,Animal Figures,Toys,Maven Toys Xalapa 1,Xalapa,Commercial,2011-06-21T00:00:00.0000000,2022-01-01T00:00:00.0000000,47,1,12.99
150,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,1,6.99
150,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,1,6.99
150,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,14,1,6.99
150,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,4,27.96
150,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,25,1,6.99
150,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,29,2,13.98
150,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,32,1,6.99
150,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,63,1,6.99
150,Deck Of Cards,Games,Maven Toys Hermosillo 2,Hermosillo,Downtown,2014-06-01T00:00:00.0000000,2022-01-01T00:00:00.0000000,100,1,6.99
151,Deck Of Cards,Games,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00.0000000,2022-01-01T00:00:00.0000000,3,2,13.98
151,Deck Of Cards,Games,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00.0000000,2022-01-01T00:00:00.0000000,19,1,6.99
151,Deck Of Cards,Games,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00.0000000,2022-01-01T00:00:00.0000000,22,1,6.99
151,Deck Of Cards,Games,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00.0000000,2022-01-01T00:00:00.0000000,29,2,13.98
151,Deck Of Cards,Games,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00.0000000,2022-01-01T00:00:00.0000000,31,1,6.99
151,Deck Of Cards,Games,Maven Toys Ciudad de Mexico 1,Cuidad de Mexico,Downtown,2004-10-15T00:00:00.0000000,2022-01-01T00:00:00.0000000,69,1,6.99
152,Monopoly,Games,Maven Toys Chihuahua 2,Chihuahua,Downtown,2014-03-18T00:00:00.0000000,2022-01-01T00:00:00.0000000,2,4,79.96
